"","Идентификатор","Комнатность","Новостройка","Метро.Район","Время.до.метро","Улица","Дом","Этаж","Площадь.общая","Площадь.жилая","Площадь.кухни","Цена.в.руб.","Цена.в.долл.","Цена.в.евро","Источник.получения","Дата.объявления","Контакты","На.сайте","Описание"
"752",24042960,"5","Нет","Новокузнецкая",NA,"Б. Татарская ул. д. 13 ЖК ""Четыре Солнца""","","06.окт",220,"",NA,136958000,3893064,2874804,"Н&Ц","31.01.2014 4:35","Тел.: 8-925-506-7713","","Квартира 5-комн., общ.пл.-220, жил.пл.-?, кухня-?, метро или район:Новокузнецкая, адрес:Москва, Б. Татарская ул. д. 13 ЖК ""Четыре Солнца"", , этаж/этажность -6/10, Без отделки, своб. план. Инфраструктура, подземный паркинг, проф. охрана., Цена:136.958 млн. руб."
"753",23993630,"4","Да","Новокузнецкая","10п","Большая Татарская","13","06.окт",220,"0",NA,136958000,3893064,2874804,"CENTURY 21","22.01.2014 6:20","Тел.: +7(985)776-10-14, http://http://elvert.c21russia.com/, mailto:yury.vasilyev@c21russia.com","","Квартира 4-комн., общ.пл.-220.00, жил.пл.-0.00, кухня-?, метро или район:Новокузнецкая, 10 мин. п, адрес:Москва, Большая Татарская, 13, этаж/этажность -6/10, новостройка, Элитный ЖК Четыре Солнца располагается в историческом центре столицы - Замоскворечье. Единый ансамбль четырех жилых корпусов спроектирован в благородном нео-классическом стиле. Комплекс сочетает в себе удобное расположение, богатую внутреннюю и внешнюю инфраструктуру, а также разнообразие планировочных решений и высочайшее  ..."
"754",20513622,"07.июл","Нет","Смоленская",NA,"Трубниковский пер","авг.15","05.июн",278,"",NA,137102000,3897157,2877827,"Усадьба (Миэль)","18.12.2012 9:05","Тел.: (495) 777-07-70, http://usadba.ru, mailto:lashko@usadba.ru","http://usadba.ru/city_sale/apartment/arbat/5179.html","Квартира 7-комн., общ.пл.-278.0, жил.пл.-?, кухня-?, метро или район:Смоленская, адрес:Москва, Трубниковский пер, 8/15, этаж/этажность -5/6, Многокомнатная квартира с отделкой. Монолитно-кирпичный клубный дом на 19 квартир. Дом расположен в уникальном районе - большое количество памятников культуры, архитектуры, истории, а так же объекты современной инфраструктуры. На улицах Арбата располагаются посольства иностранных государств, небольшие офисные центры, кафе, большое количество дорогих рес ..."
"755",24010931,"7","Нет","Пушкинская","10п","Тверской б-р","8","04.авг",300,"0",NA,137202000,3900000,2879926,"CENTURY 21","22.01.2014 6:35","Тел.: +7(915)137-07-71, http://http://elvert.c21russia.com/, mailto:nikita.ivanov@c21russia.com","","Квартира 7-комн., общ.пл.-300.00, жил.пл.-0.00, кухня-?, метро или район:Пушкинская, 10 мин. п, адрес:Москва, Тверской б-р, 8/1, этаж/этажность -4/8, Привлекательная цена! Квартира 300 кв.м под отделку в историческом доме 1910 г постройки по проекту архитектора Н.Г. Лазарева. Высота потолков 4.20, окна на Тверской бульвар. В квартире 7 комнат., Цена:3.9 млн.$"
"756",24042675,"4","Нет","Полянка",NA,"Б. Якиманка ул. д. 22 ЖК ""Коперник""","","04.дек",145,"",NA,137760000,3915861,2891639,"Н&Ц","31.01.2014 4:35","Тел.: 8-985-991-1020","","Квартира 4-комн., общ.пл.-145, жил.пл.-?, кухня-?, метро или район:Полянка, адрес:Москва,  Б. Якиманка ул. д. 22 ЖК ""Коперник"", , этаж/этажность -4/12,  Кв-ра с ремонтом де люкс в соврем. стиле. 2 сп., кабинет, большая кухня-гостиная, 2 с/у., Цена:137.76 млн. руб."
"757",22702074,"04.апр","Нет","Кропоткинская","10п","Остоженка","25","05.май",171,"95,8",18,138362940,3933000,2904295,"ООО ""ЛюксДом""","31.07.2013 20:05","Тел.: 231-4400, http://www.luxdom.ru, mailto:info@luxdom.ru","http://www.luxdom.ru/object.php?objectID=EL1368&sa=buy","Квартира 4-комн., общ.пл.-171, жил.пл.-95.8, кухня-18, метро или район:Кропоткинская, 10 мин. п, адрес:Москва, Остоженка, 25, этаж/этажность -5/5, ЖК ""Опера Хаус"". Квартира с отделкой в классическом стиле. Продуманная функциональная планировка: гостиная-столовая, кухня, кабинет с видами на Остоженку, две спальни с окнами в тихий уютный дворик, 2 полноценных санузла. Машино-место в паркинге. Собственность более 3 лет. Элитный комплекс в самом сердце престижнейшего района Золотая Миля. Огрожен ..."
"758",21052597,"06.июн","Нет","Полянка",NA,"Большая Якиманка","17.фев","04.июл",247,"",20,139287000,3959266,2923691,"Усадьба (Миэль)","20.02.2013 5:50","Тел.: (495) 777-07-70, http://usadba.ru, mailto:nat-nem4aninova@usadba.ru","http://usadba.ru/city_sale/apartment/zamoskvoreche/7054.html","Квартира 6-комн., общ.пл.-247, жил.пл.-?, кухня-20, метро или район:Полянка, адрес:Москва, Большая Якиманка, 17/2, этаж/этажность -4/7, телефон-ЕСТЬ, санузел-3 с/у, Роскошная 6-комнатная квартира 247 кв. м, 4 этаж 7-этажного монолитного дома. Клубный дом, круглосуточная охрана. Квартира с эксклюзивным ремонтом в классическом стиле. Функциональная планировка на три стороны: гостиная с действующим камином, Кухня-столовая, 4 спальни, кабинет, 3 гардеробные, 3 су, постирочная, сауна. Охраняемая  ..."
"759",23283745,"05.май","Нет","Цветной бульвар","5п","Петровский б-р","21","03.июн",264,"134,6",25,139629420,3969000,2930878,"ООО ""ЛюксДом""","04.10.2013 5:20","Тел.: 231-4400, http://www.luxdom.ru, mailto:info@luxdom.ru","http://www.luxdom.ru/object.php?objectID=EL1341&sa=buy","Квартира 5-комн., общ.пл.-264, жил.пл.-134.6, кухня-25, метро или район:Цветной бульвар, 5 мин. п, адрес:Москва, Петровский б-р, 21, этаж/этажность -3/6, Трехсторонняя квартира без отделки свободной планировки. Все окна во двор. Потолки 4 метра. Расположена в лучшей части дома, наиболее удаленной от шума бульвара. Дом расположен в историческом центре Москвы, в районе с развитой инфраструктурой. Придомовая территория огорожена и благоустроена. Круглосуточная охрана и видеонаблюдение. Двухуров ..."
"760",23878003,"04.апр","Нет","Чистые пруды","3п","Мясницкая","22","02.апр",198.9,"118,9",20,139700000,3971006,2932360,"Ризолит на Белорус.","24.12.2013 5:35","Тел.: (495) 925-8825, mailto:info@9258825.ru","http://9258825.ru/realty/viewRealtyFlat.act?realtyObjectId=2065705","Квартира 4-комн., общ.пл.-198.9, жил.пл.-118.9, кухня-20.0, метро или район:Чистые пруды, 3 мин. п, адрес:Москва, Мясницкая, 22/1, этаж/этажность -2/4, Предлагается роскошная 4-комнатная квартира в историческом центре Москвы, в дореволюционном доме (конец XIX века) с высокими потолками. Эта квартира поражает своим великолепием и комфортом, а благодаря умелому дизайну является настоящим шедевром дворцового стиля. Отличный ремонт с использованием экологически чистых материалов (настоящий подар ..."
"761",24007268,"7","Нет","Смоленская","10п","Пречистенка","28","04.май",257,"0",NA,1.4e+08,3979533,2938657,"CENTURY 21","22.01.2014 6:20","Тел.: +7(916)044-88-09, http://http://elvert.c21russia.com/, mailto:ekaterina.sapozhnikova@c21russia.com","","Квартира 7-комн., общ.пл.-257.00, жил.пл.-0.00, кухня-?, метро или район:Смоленская, 10 мин. п, адрес:Москва, Пречистенка, 28, этаж/этажность -4/5, На продажу предлагается 7-ми комнатная квартира с действующим камином и большим балконом, расположенная в Доходном Доме Исакова, архитектор Кекушев. Дом является памятником архитектуры (1904-1906 гг). После полной реконструкции. Общая площадь квартиры 257 кв.м , расположена на 4 этаже. Окна квартиры выходят в тихие пречистенские дворики. 2 Машино ..."
"762",23796463,"03.мар","Нет","Кропоткинская","5п","Хилков пер.","1","03.авг",166.4,"104,8",18,140494848,3993600,2949044,"ООО ""ЛюксДом""","04.12.2013 18:35","Тел.: 231-4400, http://www.luxdom.ru, mailto:info@luxdom.ru","http://www.luxdom.ru/object.php?objectID=EL556/&sa=buy","Квартира 3-комн., общ.пл.-166.4, жил.пл.-104.8, кухня-18, метро или район:Кропоткинская, 5 мин. п, адрес:Москва, Хилков пер., 1, этаж/этажность -3/8, ЖК ""Парк Палас"". Квартира без отделки. Окна на 2 стороны. Хорошо планируется на большую зону кухни-гостиной с балконом, две спальни с санузлами, гардеробную и гостевой санузел. Есть машино-место в подземном паркинге. Огороженный и благоустроенный двор, видеонаблюдение периметра здания. Подземный паркинг на 600 машино-мест. Инфраструктура компле ..."
"763",21805456,"04.апр","Нет","Новокузнецкая","10п","Озерковская наб.","26","05.июл",190,"106,4",21,140720000,4e+06,2953770,"ООО ""ЛюксДом""","27.04.2013 5:20","Тел.: 231-4400, http://www.luxdom.ru, mailto:info@luxdom.ru","http://www.luxdom.ru/object.php?objectID=EL569/&sa=buy","Квартира 4-комн., общ.пл.-190, жил.пл.-106.4, кухня-21, метро или район:Новокузнецкая, 10 мин. п, адрес:Москва, Озерковская наб., 26, этаж/этажность -5/7, ЖК «Аквамарин». Роскошная квартира в классическом стиле по авторскому проекту, качественная отделка, полностью меблирована и оснащена техникой. Прекрасные виды из каждого окна, окна на набережную и во двор, есть открытая терраса. Все новое, никто не жил. Спланированы большая гостиная, кухня-столовая, две спальни, кабинет, гардеробная, клад ..."
"764",23997385,"4","Нет","Трубная","10п","переулок Колобовский 1-й","14","03.июн",175,"0",NA,140720000,4e+06,2953770,"CENTURY 21","22.01.2014 6:20","Тел.: +7(916)044-88-09, http://http://elvert.c21russia.com/, mailto:ekaterina.sapozhnikova@c21russia.com","","Квартира 4-комн., общ.пл.-175.00, жил.пл.-0.00, кухня-?, метро или район:Трубная, 10 мин. п, адрес:Москва, переулок Колобовский 1-й, 14, этаж/этажность -3/6, Новый дом находится в тихом и живописном месте в непосредственной близости от центра города и основных магистралей Садового кольца, Цветного бульвара, по адресу: 1-й Колобовский пер., д.14/4. 6-этажный 23–квартирный элитный дом. Апартаменты 175 м2 на 3 этаже, 4 комнаты, гостинная, кухня, 2 санузла. Стоимость 4 000 000 $., Цена:4 млн.$"
"765",20759420,"04.апр","Нет","Полянка","2п","Якиманка Б.","22","03.ноя",168,"94,1",18,140720000,4e+06,2953770,"ООО ""ЛюксДом""","17.01.2013 14:35","Тел.: 231-4400, http://www.luxdom.ru, mailto:info@luxdom.ru","http://www.luxdom.ru/object.php?objectID=EL1180&sa=buy","Квартира 4-комн., общ.пл.-168, жил.пл.-94.1, кухня-18, метро или район:Полянка, 2 мин. п, адрес:Москва, Якиманка Б., 22/3, этаж/этажность -3/11, ЖК ""Коперник"". Стильная квартира с террасой. Ремонт в современном стиле. Квартира оснащена новой техникой и эксклюзивной мебелью. К вашим услугам главная спальня со своей ванной и гардеробной комнатами, 2 детские спальни со своими санузлами, терраса с хорошим видом. 1 машино-место в подземном паркинге. На территории комплекса действует фитнес-центр  ..."
"766",24017964,"03.мар","Нет","Смоленская","7п","Староконюшенный пер.","45","06.июн",133.5,"84,1",16,140976000,4007276,2959144,"ООО ""ЛюксДом""","23.01.2014 19:20","Тел.: 231-4400, http://www.luxdom.ru, mailto:info@luxdom.ru","http://www.luxdom.ru/object.php?objectID=EL1408&sa=buy","Квартира 3-комн., общ.пл.-133.5, жил.пл.-84.1, кухня-16, метро или район:Смоленская, 7 мин. п, адрес:Москва, Староконюшенный пер., 45, этаж/этажность -6/6, Предлагается квартира без отделки, свободной планировки в клубном доме на Арбате. Шестиэтажный особняк с благоустроенным, уютным внутренним двориком и с подземным паркингом на 20 машино-мест. На первом этаже дома расположены нежилые помещения с отдельными входами. Дом оборудован самыми современными инженерными системами. Зоны общего польз ..."
"767",20513670,"03.мар","Нет","Тверская",NA,"Большой Гнездниковский пер","3","03.окт",160,"",NA,140979000,4007362,2959207,"Усадьба (Миэль)","18.12.2012 9:05","Тел.: (495) 777-07-70, http://usadba.ru, mailto:lashko@usadba.ru","http://usadba.ru/city_sale/apartment/tverskaya/6425.html","Квартира 3-комн., общ.пл.-160.0, жил.пл.-?, кухня-?, метро или район:Тверская, адрес:Москва, Большой Гнездниковский пер, 3, этаж/этажность -3/10, балкон:Б, санузел-3 с/у, Предлагается к продаже стильная трехкомнатная квартира с высококачественным дизайнерским ремонтом общей площадью 160 кв.м.: единая зона кухни-гостиной, две просторные спальни, два саузла, панорамные окна в пол, большой балкон. Имеется два машиноместа в подземном паркинге. Жилой комплекс ""Респект"" - отражение вашей респектаб ..."
"768",24043486,"4","Нет","Чеховская",NA,"Дмитровский пер. д. 7 ЖК ""Петров Дом""","","03.мар",215,"",NA,141470000,4021318,2969513,"Н&Ц","31.01.2014 4:35","Тел.: 8-903-363-8152","","Квартира 4-комн., общ.пл.-215, жил.пл.-?, кухня-?, метро или район:Чеховская, адрес:Москва, Дмитровский пер. д. 7 ЖК ""Петров Дом"", , этаж/этажность -3/3, Без отделки, две террасы 40 и 150 кв. м. 2 м/м вкл. в стоимость. Подз. паркинг, проф. охрана., Цена:141.47 млн. руб."
"769",23826553,"4","Нет","Кропоткинская","10п","Большой Афанасьевский пер.","26","03.авг",206,"0",NA,141701310,4027894,2974368,"CENTURY 21","13.12.2013 6:20","Тел.: +7(926)5200808, http://http://elvert.c21russia.com/, mailto:ludmila.yakushina@c21russia.com","","Квартира 4-комн., общ.пл.-206.00, жил.пл.-0.00, кухня-?, метро или район:Кропоткинская, 10 мин. п, адрес:Москва, Большой Афанасьевский пер., 26, этаж/этажность -3/8, Новый жилой комплекс ""Афанасьевский"" расположен в самом сердце города в одном из тихих переулков Арбата.Комплекс 4-х секционный 6-8-этажный жилой дом выполненный в стиле ар-деко. Прообразом проекта Б. Афанасьевский, 24-28 послужил дворцовый комплекс «Альгамбра», расположенный на Юге Испании. Элитный дом в Б. Афанасьевском переул ..."
"770",23826554,"4","Нет","Кропоткинская","10п","Большой Афанасьевский пер.","26","03.авг",206,"0",NA,141701310,4027894,2974368,"CENTURY 21","13.12.2013 6:20","Тел.: +7(926)5200808, http://http://elvert.c21russia.com/, mailto:ludmila.yakushina@c21russia.com","","Квартира 4-комн., общ.пл.-206.00, жил.пл.-0.00, кухня-?, метро или район:Кропоткинская, 10 мин. п, адрес:Москва, Большой Афанасьевский пер., 26, этаж/этажность -3/8, Новый жилой комплекс ""Афанасьевский"" расположен в самом сердце города в одном из тихих переулков Арбата.Комплекс представляет собой секционный 6-8-этажный жилой дом выполненный в стиле ар-деко. Прообразом проекта Б. Афанасьевский, 24-28 послужил дворцовый комплекс «Альгамбра», расположенный на Юге Испании. Элитный дом в Б. Афана ..."
"771",23826552,"4","Нет","Кропоткинская","10п","Большой Афанасьевский пер.","26","03.авг",206,"0",NA,141701310,4027894,2974368,"CENTURY 21","13.12.2013 6:20","Тел.: +7(926)5200808, http://http://elvert.c21russia.com/, mailto:ludmila.yakushina@c21russia.com","","Квартира 4-комн., общ.пл.-206.00, жил.пл.-0.00, кухня-?, метро или район:Кропоткинская, 10 мин. п, адрес:Москва, Большой Афанасьевский пер., 26, этаж/этажность -3/8, Новый жилой комплекс ""Афанасьевский"" расположен в самом сердце города в одном из тихих переулков Арбата.Комплекс представляет собой 4-х секционный 6-8-этажный жилой дом выполненный в стиле ар-деко. Прообразом проекта Б. Афанасьевский, 24-28 послужил дворцовый комплекс «Альгамбра», расположенный на Юге Испании. Элитный дом в Б. А ..."
"772",24043136,"3","Нет","Кропоткинская",NA,"Пречистенская наб. д. 17 ЖК Баркли Плаза","","05.июл",146.8,"",NA,143350200,4074764,3008979,"Н&Ц","31.01.2014 4:35","Тел.: 8-985-991-1020, 8-925-506-7713","","Квартира 3-комн., общ.пл.-146.8, жил.пл.-?, кухня-?, метро или район:Кропоткинская, адрес:Москва, Пречистенская наб. д. 17 ЖК Баркли Плаза, , этаж/этажность -5/7, Отделка в соврем. стиле. 2 спальни, кухня-гостиная. Виды на набережную. 2 м/м в п/п., Цена:143.3502 млн. руб."
"773",20513685,"03.мар","Нет","Цветной бульвар",NA,"Цветной б-р","","ноя.15",194,"",NA,143587000,4081495,3013950,"Усадьба (Миэль)","18.12.2012 9:05","Тел.: (495) 777-07-70, http://usadba.ru, mailto:ufimtsev@usadba.ru","http://usadba.ru/city_sale/apartment/sretenka-cvetnoy-bulvar/6504.html","Квартира 3-комн., общ.пл.-194.0, жил.пл.-?, кухня-?, метро или район:Цветной бульвар, адрес:Москва, Цветной б-р, 2, этаж/этажность -11/15, Квартира свободной планировки с великолепными видами в Южной башне комплекса., Цена:143.587 млн. руб."
"774",24043516,"5","Нет","Чистые пруды",NA,"Лялин пер. д. 19","","?/?",200.7,"",NA,144560000,4109152,3034373,"Н&Ц","31.01.2014 4:35","Тел.: 8-985-991-6067","","Квартира 5-комн., общ.пл.-200.7, жил.пл.-?, кухня-?, метро или район:Чистые пруды, адрес:Москва, Лялин пер. д. 19, , этаж/этажность -?/?, Кухня-гостиная, 4 спальни, 4 с/у. Предусмотрено м/м в п/п. / эт. малокв-го элитного дома., Цена:144.56 млн. руб."
"775",23826556,"4","Нет","Арбатская","10п","Большой Афанасьевский пер.","26","03.авг",209,"0",NA,145464691,4134869,3053363,"CENTURY 21","13.12.2013 6:20","Тел.: +7(926)520-08-08, http://http://elvert.c21russia.com/, mailto:ludmila.yakushina@c21russia.com","","Квартира 4-комн., общ.пл.-209.00, жил.пл.-0.00, кухня-?, метро или район:Арбатская, 10 мин. п, адрес:Москва, Большой Афанасьевский пер., 26, этаж/этажность -3/8, Жилой комплекс ""Афанасьевский"" расположен в самом сердце города в одном из тихих переулков Арбата.Комплекс представляет собой 4-х секционный 6-8-этажный жилой дом выполненный в стиле ар-деко. Прообразом проекта Б. Афанасьевский, 24-28 послужил дворцовый комплекс «Альгамбра», расположенный на Юге Испании. Элитный дом в Б. Афанасьевск ..."
"776",23826551,"4","Нет","Арбатская","10п","Большой Афанасьевский пер.","26","03.авг",209,"0",NA,145464691,4134869,3053363,"CENTURY 21","13.12.2013 6:20","Тел.: +7(926)5200808, http://http://elvert.c21russia.com/, mailto:ludmila.yakushina@c21russia.com","","Квартира 4-комн., общ.пл.-209.00, жил.пл.-0.00, кухня-?, метро или район:Арбатская, 10 мин. п, адрес:Москва, Большой Афанасьевский пер., 26, этаж/этажность -3/8, Новый жилой комплекс ""Афанасьевский"" расположен в самом сердце города в одном из тихих переулков Арбата.Комплекс представляет собой 4-х секционный 6-8-этажный жилой дом выполненный в стиле ар-деко. Прообразом проекта послужил дворцовый комплекс «Альгамбра», расположенный на Юге Испании. Элитный дом в Б. Афанасьевском переулке предст ..."
"777",20513659,"04.апр","Нет","Кропоткинская",NA,"Еропкинский пер","16","03.июл",180,"",NA,145913000,4147612,3062773,"Усадьба (Миэль)","18.12.2012 9:05","Тел.: (495) 777-07-70, http://usadba.ru, mailto:lashko@usadba.ru","http://usadba.ru/city_sale/apartment/ostojenka/6349.html","Квартира 4-комн., общ.пл.-180.0, жил.пл.-?, кухня-?, метро или район:Кропоткинская, адрес:Москва, Еропкинский пер, 16, этаж/этажность -3/7, Предлагается к продаже четырехкомнатная квартира свободной планировки общей площадью 180 кв.м. Большие панорамные окна смотрят в тихие переулки Остоженки, высокие потолки создают великолепный объем жилого пространства. Элитный жилой комплекс «Еропкинский 16» расположен непосредственно в самом центре старой Москвы, в районе «Золотой мили», между Остоженко ..."
"778",23996904,"4","Нет","Пушкинская","10п","Тверская","8","05.сен",211,"0",NA,145997000,4150000,3064537,"CENTURY 21","22.01.2014 6:20","Тел.: +7(916)044-88-09, http://http://elvert.c21russia.com/, mailto:ekaterina.sapozhnikova@c21russia.com","","Квартира 4-комн., общ.пл.-211.00, жил.пл.-0.00, кухня-?, метро или район:Пушкинская, 10 мин. п, адрес:Москва, Тверская, 8/2, этаж/этажность -5/9, Продается квартира в доме с богатой историей 1955 г. постройки!Железобетонные перекрытия, высокие потолки - 3, 20, распашонка, изолированные комнаты,2 гардеровные, функциональная планировка, система умный дом.Консьерж, солидное окружение.Окна гостиной и кухни выходят на памятник Долгорукому и Храм, окна спален во двор.В квартире заканчивается ремон ..."
"779",20516630,"03.мар","Нет","Кропоткинская",NA,"Остоженка","25","04.сен",180.7,"",NA,146481000,4163757,3074696,"Усадьба (Миэль)","18.12.2012 9:05","Тел.: (495) 777-07-70, http://usadba.ru, mailto:nevskaya@usadba.ru","http://usadba.ru/city_sale/apartment/ostojenka/6783.html","Квартира 3-комн., общ.пл.-180,7, жил.пл.-?, кухня-?, метро или район:Кропоткинская, адрес:Москва, Остоженка, 25, этаж/этажность -4/9, балкон:Б, санузел-3 с/у, 3-х комнатная квартира 180,7 м2 с видами на Зачатьевский монастырь. 2 спальни, кухня-гостиная, 3 с/у, балкон, Инфраструктура дома включает в себя спортклуб с бассейном, сауной и тренажерным залом, косметический салон, массажный кабинет и подземный гараж. 1 м/м в подземном паркинге – 100 000 дол., Цена:146.481 млн. руб."
"780",23829810,"3","Нет","Кропоткинская","10п","Большой Афанасьевский пер.","28","04.авг",175,"0",NA,147335950,4188060,3092642,"CENTURY 21","13.12.2013 6:20","Тел.: +7(916)044-88-09, http://http://elvert.c21russia.com/, mailto:ekaterina.sapozhnikova@c21russia.com","","Квартира 3-комн., общ.пл.-175.00, жил.пл.-0.00, кухня-?, метро или район:Кропоткинская, 10 мин. п, адрес:Москва, Большой Афанасьевский пер., 28, этаж/этажность -4/8, Новый комплекс ""Афанасьевский"" расположен в самом сердце города в одном из тихих переулков Арбата.Элитный дом в Б. Афанасьевском переулке представляет собой четырехсекционное здание переменной этажности (6 и 8 этажей), состоящее из 43 квартир и 6 апартаментов и прилегающим к нему двухэтажным особняком - памятником архитектуры ХV ..."
"781",24008081,"3","Да","Третьяковская","10п","1-й Кадашевский пер.","07.сен","03.мар",210,"0",NA,147734892,4199400,3101016,"CENTURY 21","22.01.2014 6:20","Тел.: +7(985)776-10-14, http://http://elvert.c21russia.com/, mailto:yury.vasilyev@c21russia.com","","Квартира 3-комн., общ.пл.-210.00, жил.пл.-0.00, кухня-?, метро или район:Третьяковская, 10 мин. п, адрес:Москва, 1-й Кадашевский пер., 7/9/1, этаж/этажность -3/3, новостройка, В Кадашевской слободе Замосковоречья в наибольшей степени сохранился облик старой Москвы. Проект реконструкции «Кадашевских палат» предусматривает сохранение исторического фасада с использованием таких классических материалов, как мореное дерево, кирпич, бронза. Проектом предусмотрены разноуровневые апартаменты свободн ..."
"782",20759489,"04.апр","Нет","Маяковская","5п","Грузинская Б.","69","05.сен",185,"103,6",21,147756000,4200000,3101459,"ООО ""ЛюксДом""","17.01.2013 14:35","Тел.: 231-4400, http://www.luxdom.ru, mailto:info@luxdom.ru","http://www.luxdom.ru/object.php?objectID=EL811/&sa=buy","Квартира 4-комн., общ.пл.-185, жил.пл.-103.6, кухня-21, метро или район:Маяковская, 5 мин. п, адрес:Москва, Грузинская Б., 69, этаж/этажность -5/9, В центре, самом центре деловой и бурлящей Москвы уютная, теплая, светлая квартира. Никто не жил. Ремонт закончен в этом году. В квартире: центральное приточно-вытяжное кондиционирование, видеонаблюдение обеспечивают 5 камер, мрамор, керамогранит. Квартира меблирована и полностью готова для проживания. Квартира угловая, виды во двор и на 2-ю Брест ..."
"783",20513655,"04.апр","Нет","Александровский сад",NA,"Знаменка","09.дек","04.май",174.9,"",NA,147944000,4205343,3105405,"Усадьба (Миэль)","18.12.2012 9:05","Тел.: (495) 777-07-70, http://usadba.ru, mailto:ufimtsev@usadba.ru","http://usadba.ru/city_sale/apartment/arbat/6320.html","Квартира 4-комн., общ.пл.-174.9, жил.пл.-?, кухня-?, метро или район:Александровский сад, адрес:Москва, Знаменка, 9/12/1, этаж/этажность -4/5, 2-уровневая 4-х комнатная квартира свободной планировки рядом с Кремлем. Самое начало Знаменки, рядом с Кремлем, соседние дома -галерея Шилова и Деловой дом Знаменка, с которым аппартаменты соединены эскалаторами и лифтами, рядом ГМИИ им Пушкина, библиотека им Ленина. 2 м/м за 200 000 долл. Дом расположен в уникальном районе - большое количество памят ..."
"784",24043657,"4","Нет","Смоленская",NA,"пер. Смоленский 1-й, д. 17","","июн.14",192,"",NA,148050000,4208357,3107630,"Н&Ц","31.01.2014 4:35","Тел.: 8-985-991-6067","","Квартира 4-комн., общ.пл.-192, жил.пл.-?, кухня-?, метро или район:Смоленская, адрес:Москва, пер. Смоленский 1-й, д. 17, , этаж/этажность -6/14, отд. в стиле соврем. классика. Детская, гостиная, спальня, кабинет, гардеробн., кухня-столовая, Цена:148.05 млн. руб."
"785",20759204,"03.мар","Нет","Кропоткинская","5п","Еропкинский пер.","16","03.июл",183.5,"115,6",21,150412090,4275500,3157211,"ООО ""ЛюксДом""","17.01.2013 14:35","Тел.: 231-4400, http://www.luxdom.ru, mailto:info@luxdom.ru","http://www.luxdom.ru/object.php?objectID=EL1146&sa=buy","Квартира 3-комн., общ.пл.-183.5, жил.пл.-115.6, кухня-21, метро или район:Кропоткинская, 5 мин. п, адрес:Москва, Еропкинский пер., 16, этаж/этажность -3/7, «Еропкинский, 16» - элитный жилой комплекс на 43 квартиры в районе «Золотой мили». Вентилируемый фасад здания, отделка натуральным камнем и высококачественной штукатуркой. В каждой квартире несколько балконов. Витражи, панорамные окна, зимний сад. Квартира без отделки, свободная планировка. В подземной части комплекса двухуровневая стоянк ..."
"786",24042937,"3","Нет","Кропоткинская",NA,"1-й Зачатьевский пер. д. 5 ЖК ""Новая Остоженка""","","04.июл",155,"",NA,151900000,4317794,3188443,"Н&Ц","31.01.2014 4:35","Тел.: 8-925-506-7713","","Квартира 3-комн., общ.пл.-155, жил.пл.-?, кухня-?, метро или район:Кропоткинская, адрес:Москва, 1-й Зачатьевский пер. д. 5 ЖК ""Новая Остоженка"", , этаж/этажность -4/7, 2сп. 3с/у, кухня-гост. -стол., подсоб. пом. Отд. в стиле Ар-деко с испол. мрамора, дер. цен. пород, Цена:151.9 млн. руб."
"787",22702075,"04.апр","Нет","Кропоткинская","10п","Остоженка","25","04.май",189.1,"105,9",21,153008374,4349300,3211708,"ООО ""ЛюксДом""","31.07.2013 20:05","Тел.: 231-4400, http://www.luxdom.ru, mailto:info@luxdom.ru","http://www.luxdom.ru/object.php?objectID=EL1368&sa=buy","Квартира 4-комн., общ.пл.-189.1, жил.пл.-105.9, кухня-21, метро или район:Кропоткинская, 10 мин. п, адрес:Москва, Остоженка, 25, этаж/этажность -4/5, ЖК ""Опера Хаус"". Квартира с отделкой в классическом стиле. Полностью меблирована. Функциональная планировка: гостиная-столовая, три спальни, 3 санузла. Квартира двухсторонняя, окна на улицу и во двор. Машино-место в паркинге. Собственность более 3 лет. Элитный комплекс в самом сердце престижнейшего района Золотая Миля. Огроженная благоустроенна ..."
"788",20994066,"05.май","Нет","Новокузнецкая","3п","Овчинниковский Б. пер.","20","04.апр",324,"165,2",25,153877320,4374000,3229948,"ООО ""ЛюксДом""","13.02.2013 20:50","Тел.: 231-4400, http://www.luxdom.ru, mailto:info@luxdom.ru","http://www.luxdom.ru/object.php?objectID=EL1220&sa=buy","Квартира 5-комн., общ.пл.-324, жил.пл.-165.2, кухня-25, метро или район:Новокузнецкая, 3 мин. п, адрес:Москва, Овчинниковский Б. пер., 20, этаж/этажность -4/4, В тихих улочках Замоскворечья, всего в паре киломеметров от Кремля затаился дом клубного типа. В доме всего 18 квартир плюс рядом в ансабле отдельно стоящий особняк - 3 этажа на 2 хозяина. Территория огорожена, охраняется. Двухуровневая квартира без отделки. Площадь первого этажа 166,4 кв.м., мансарда – 157 кв.м. Торцевая, трехсторонн ..."
